scrape_id,store,product_name,current_price,original_price,currency,brand,product_type,category,subcategory,weight_value,weight_unit,product_url,availability,search_term_ar,scraped_at,discount
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Mazza Carnaroli Rice for Soup,374.45,,EGP,Mazza,Other Rice,Rice,Regular Rice,1,kg,https://seoudisupermarket.com/en/mazza-carnaroli-rice-for-soup-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,"Abu Kass White Basmati Rice, Punjabi Amber",139.95,,EGP,Basmati,Basmati Rice,Rice,Basmati Rice,1,kg,https://seoudisupermarket.com/en/abu-kass-white-basmati-rice-punjabi-amber-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Marvel White Long Grain Rice,86.75,,EGP,Marvel,Long Grain Rice,Rice,Long Grain Rice,1,kg,https://seoudisupermarket.com/en/marvel-white-long-grain-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Tilda Sella Basmati Rice,358.95,,EGP,Basmati,Basmati Rice,Rice,Basmati Rice,2,kg,https://seoudisupermarket.com/en/tilda-sella-basmati-rice-2-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Tilda Basmati Rice,346.75,,EGP,Basmati,Basmati Rice,Rice,Basmati Rice,2,kg,https://seoudisupermarket.com/en/tilda-basmati-rice-2-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Risovi Sushi Rice,294.95,,EGP,"Risovi ",Other Rice,Rice,Regular Rice,1,kg,https://seoudisupermarket.com/en/risovi-sushi-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Al Walimah Indian Mazza Basmati Rice,299.95,330.75,EGP,Basmati,Basmati Rice,Rice,Basmati Rice,2,kg,https://seoudisupermarket.com/en/al-walimah-basmati-rice-2-kg,Out of Stock,,2026-09-14 18:09:13,9.0
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Riso Scotti Hakumaki Sushi Rice,181.45,,EGP,Riso Scotti,Other Rice,Rice,Regular Rice,500,g,https://seoudisupermarket.com/en/riso-scotti-hakumaki-sushi-rice-500-g,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,El Beit El Masri Rice,25.95,,EGP,El Beit El Masri,Other Rice,Rice,Regular Rice,1,kg,https://seoudisupermarket.com/en/el-beit-el-masri-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Enso Sushi Rice,161.95,,EGP,"Enso ",Other Rice,Rice,Regular Rice,250,g,https://seoudisupermarket.com/enso-sushi-rice-250-g,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Altahya Basmati Rice,348.95,,EGP,Basmati,Basmati Rice,Rice,Basmati Rice,2,kg,https://seoudisupermarket.com/en/altahya-basmati-rice-2-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Joud Egyptian Rice,36.95,,EGP,"Joud ",Egyptian Rice,Rice,Egyptian Rice,1,kg,https://seoudisupermarket.com/en/joud-egyptian-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Riso Scotti Arborio Rice,349.95,,EGP,Riso Scotti,Other Rice,Rice,Regular Rice,1,kg,https://seoudisupermarket.com/en/riso-scotti-arborio-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Gallo Risotto Porcini Mushroom Rice,155.95,,EGP,"Gallo ",Other Rice,Rice,Regular Rice,175,g,https://seoudisupermarket.com/en/gallo-risotto-porcini-mushroom-rice-175-g,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Al Doha Easy Rice Egyptian Koshary,57.95,,EGP,Al Doha,Other Rice,Rice,Regular Rice,363,g,https://seoudisupermarket.com/en/al-doha-easy-rice-koshary-363-g,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Amira Rice,22.5,,EGP,Amira,Other Rice,Rice,Regular Rice,1,kg,https://seoudisupermarket.com/en/al-amira-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Abu Kas Basmati Rice,830.0,,EGP,Abu Kas,Basmati Rice,Rice,Basmati Rice,5,kg,https://seoudisupermarket.com/en/abu-kas-basmati-rice-5-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Seoudi Basmati Rice,270.0,,EGP,Basmati,Basmati Rice,Rice,Basmati Rice,2,kg,https://seoudisupermarket.com/en/seoudi-basmati-rice-2-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Gallo Risotto Truffle Rice,155.95,,EGP,Gallo,Other Rice,Rice,Regular Rice,175,g,https://seoudisupermarket.com/en/gallo-risotto-truffle-rice-175-g,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Mazza Arborio Rice for Soup,366.25,,EGP,Mazza,Other Rice,Rice,Regular Rice,1,kg,https://seoudisupermarket.com/en/mazza-arborio-rice-for-soup-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Tilda Brown Basmati Rice,179.95,,EGP,Tilda,Basmati Rice,Rice,Basmati Rice,1,kg,https://seoudisupermarket.com/en/tilda-brown-basmati-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Tilda Sella Basmati Rice,717.45,,EGP,Tilda,Basmati Rice,Rice,Basmati Rice,4,kg,https://seoudisupermarket.com/en/tilda-sella-basmati-rice-4-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Tilda Basmati Rice,780.26,866.95,EGP,Tilda,Basmati Rice,Rice,Basmati Rice,5,kg,https://seoudisupermarket.com/en/tilda-basmati-rice-5-kg,Out of Stock,,2026-09-14 18:09:13,10.0
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Punjabi Al Muhaidib Basmati Rice,744.95,,EGP,Punjabi Al Muhaidib,Basmati Rice,Rice,Basmati Rice,5,kg,https://seoudisupermarket.com/en/punjabi-al-muhaidib-basmati-rice-5-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Riso Scotti Black Venere Rice,319.95,,EGP,Riso Scotti,Other Rice,Rice,Regular Rice,500,g,https://seoudisupermarket.com/en/riso-scotti-black-venere-rice-500-g,Out of Stock,,2026-09-14 18:09:13
